date,position,streams
2019-08-29,15.25,7284724
2019-09-05,60.5625,3514639
2019-09-12,94.6923076923077,2661101
2019-09-19,117.1,2296057
2019-09-26,104.66666666666667,2358683
2019-10-03,114.2,2251609
2019-10-10,118.75,2211376
2019-10-17,68.5,2472456
